key,customer,order,amount,date,type,created_at,modified_at,payments mth/yr,modified_by,deleted
f2125147,customer/01ImdaHFXIboVdapQFfu,order/86k0Ht92TZRrkcYa6qXv,"GHC 1,800",08/02/24,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
,#N/A,#N/A,,,,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2bd6af92,customer/5e1AhzQfEupLspJhMgAh,order/s2AWWVyngcpjHvSnWD1T,"GHC 1,600",29/07/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,29/07/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9314117c,customer/7w2qlQif3UXfF4CW2UkE,order/JDvORXuhuy4VVD0o9JLn,"GHC 1,600",16/02/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/02/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
83c1d088,#N/A,#N/A,,19/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
3ce4af78,#N/A,#N/A,400,19/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d22c0af2,#N/A,#N/A,180,19/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9fc72dd5,customer/UveSBHyCAiKT8NikHg6o,order/YLdelZkL79aKD8ujI4UF,"GHC 1,600",19/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
bbd97420,customer/g7SkFQUNf9L8P50VHj1k,order/BIKHONVhD3hCuAmPHoeZ,"GHC 1,600",04/12/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Apr, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b5adaae4,customer/H1jnVOfcO0mgOc7VWYbj,order/Qhdrzb2bz8dDxmOvSPvN,"GHC 1,600",18/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
,#N/A,#N/A,,,,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
84a609f1,customer/RsPDAvX0SyCI0MLacGsj,order/lKjQJd3QuFWOTdmnjG9g,"GHC 1,600",28/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,28/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
,#N/A,#N/A,,,,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ad8fcad4,customer/BDHDcAnDyDihGNSEvcLU,order/3hiXcM18hl1Vbq8o2ZNz,"GHC 1,600",14/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,14/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6-Dec-64,customer/2VqRE5Bly0OtSwG0EkeO,order/j8jeHEX0NX49O957p8uZ,"GHC 1,600",14/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,14/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
,#N/A,#N/A,,,,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
09bc7c0a,customer/xZpepcRxzoxpodZrdbkX,order/Xqfs6KBsqC8TXRJPvp43,"GHC 1,600",21/12/2023,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,21/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
13474c54,#N/A,#N/A,180,13/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c85234ad,#N/A,#N/A,400,13/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a29fdbce,#N/A,#N/A,,13/04/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c83d1bd6,customer/xBYeAZfCwnvLrmcK4gPI,order/Jnymj3pY6YPlWBTAgmIb,"GHC 1,600",27/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,27/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
421f146b,customer/dFQPxhnlnGRX1e9S6b4F,order/VeTQbKq7xU9tlIA2D6xN,"GHC 1,600",03/01/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Mar, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
,#N/A,#N/A,,,,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b5494dbc,customer/HGBBwB0wXgY6lekLS4dO,order/dw9v1qcLyfP1ex0YtE4i,"GHC 1,600",04/01/24,Transfer,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Apr, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f78df268,customer/UHfGhHm6Izy52iV4LiM6,order/JV2hz6QBBdol8Gpl0E0Q,"GHC 1,600",06/01/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jun, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ce6e57ee,customer/mO5RJvhcoZBRdVcMyail,order/HiNa5Jq37kx0D48ZPAtx,"GHC 1,600",10/01/24,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Oct, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
621ce3c3,customer/VyeDxEVMImsVPJTKpQcW,order/GhC1kU6bPLN8r7xdcZBF,"GHC 1,600",11/01/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Nov, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
eacea384,customer/v9KKxA7z6GoWSdaU64As,order/2BDK27JuGBR7cLjGqldI,"GHC 1,600",12/01/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
cf108812,customer/dNIF0cXBOsjgIDqABU4C,order/3D6iZhEd1PR4tLTi6tZK,"GHC 1,600",19/01/2024,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2380bc1f,customer/HnsZyaxctlORpHtw5l57,order/IRUJZCb8hBRSt4cvkOlb,"GHC 1,600",01/01/24,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c12e7a87,customer/jYPdp03aSz3MrT7ihIPm,order/KOMS8SVFPi2ZVJBd9K0x,"GHC 1,600",01/02/24,Transfer,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
af5ff3d3,#N/A,#N/A,600,22/04/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
7206bcbc,customer/HuScP7yQG4ltV7lWZ8ps,order/vN7WRotdI7S5i6xQQT5e,"GHC 1,600",07/02/24,Transfer,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jul, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
594408ad,customer/FLT79xxdG8NPQYi5L6by,order/63DkQLPfW0xF6zkoDY6b,"GHC 1,600",09/02/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f641f013,customer/4eCkARTuReEzmSCBILLy,order/YjMW1DmHA3mL8OaJ3j1X,"GHC 1,600",09/02/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
794c2e96,customer/DEW00Cg92Uj8WJFFtiYo,order/CS2rsSijlW9tKnS3wscE,"GHC 1,600",19/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
45483b95,customer/AJ6nqbDQDPf3rKj2Gz2x,order/4vDLf6diByQnbfg24JWo,"GHC 1,600",22/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b130db0f,customer/NIOkUFvE96xFZF09tWRf,order/kE9HvFZ30Zde7FDTTA8Y,"GHC 1,600",23/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6791c51c,customer/UveSBHyCAiKT8NikHg6o,order/vS56e7t7qIjJm07peSVK,"GHC 1,600",28/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,28/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
00aff14a,customer/xmkWwL8l5XSTSfSQ59DE,order/XdQr2fZ9xXg93ij4SSVR,"GHC 1,500",20/04/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,20/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c7ed6556,customer/TIR7wJe8GsUFVvDcqLEf,order/PHNYDBsoluCr4Yus9NT8,"GHC 1,500",30/06/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/06/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2a3fe59b,customer/TIR7wJe8GsUFVvDcqLEf,order/Ex2o8PnXUlVIkCtjxd4i,"GHC 1,500",18/07/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/07/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
faedcd32,#N/A,#N/A,250,13/05/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8fb17c96,customer/0vGORrVaTDfqioo1ReCP,order/IKk6QOaTJISAcrDCdMVl,,13/05/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
cf379388,customer/DsSPiEjOrBx12QwXoWyN,order/cQVZgsS6juNDuIHFo2Wn,"GHC 1,500",26/07/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/07/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
00bcdb17,customer/jYPdp03aSz3MrT7ihIPm,order/KOMS8SVFPi2ZVJBd9K0x,"GHC 1,500",22/08/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d2069ec3,customer/WYB55jAnJbp9VSpgfdwQ,order/DqZ9ptm0OghXCDSO5OoR,"GHC 1,500",18/08/2022,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
4d906fe4,customer/TL1toGv4CZFKvUpZlvio,order/4Ms0VzDtKy9Ski8RZ1sn,"GHC 1,500",09/07/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
965a983e,customer/AxgD0lA2gxYHHKk25JaH,order/MkYz94QPOFP0PXtAd2Tv,"GHC 1,500",22/02/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/02/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
86ebebe3,customer/PdiNiboIqk1Gckasektv,order/1N1jVRLWCj11AuHzsWHn,"GHC 1,500",24/03/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,24/03/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
fad856c4,customer/LEDBF0YDSem5COQ0N896,order/yTfo8LRoe46oClFrB19V,"GHC 1,500",01/06/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e0cbb24b,customer/w0DuCqMVM8BdcCSkyUE3,order/u3iUtH9fTbNRZ6DkHt9y,"GHC 1,500",06/04/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jun, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c219200e,customer/6rfnPjDdPzvAseLEmKVU,order/BBoNiI0v2UZ8rOvJnv59,"GHC 1,500",21/04/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,21/04/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d3396033,customer/6xm3S1VSynmSPPk9HbZZ,order/aHK7fyFA2q0rAEwLFtP6,"GHC 1,500",21/04/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,21/04/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f8c928cd,customer/Z5pLeJJGpgQVyMUciMmw,order/J60MNeVjNExxdterViVK,"GHC 1,500",05/05/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6d7a1955,customer/Z5pLeJJGpgQVyMUciMmw,order/G2RBnucTrHQNdOWhBOgz,"GHC 1,500",05/05/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
bfd228b6,#N/A,#N/A,600,29/04/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9a61b48b,customer/ASHWjj9kXJgwQBoc5BN9,order/Eg6keFnErXjlj9cPxT1A,"GHC 1,500",29/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,29/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ddd55ca2,customer/JffVv5PEtlEHsbZwg5zn,order/57QaRPocyJQeF699Yn8v,"GHC 1,500",10/08/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Oct, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
31867a77,customer/DsSPiEjOrBx12QwXoWyN,order/cQVZgsS6juNDuIHFo2Wn,,13/05/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0ae73f6d,customer/RB5GOcYveiguFyxetxwT,order/tP9XcwE9b0XMrT1V9SUq,"GHC 1,500",12/04/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0990ad55,customer/1MczOnemWHNDEREzSjvZ,order/xq5UL6i6IMwdA0PFdkan,"GHC 1,500",17/05/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,17/05/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2ddeb7b9,customer/fgxxee1iC5YYuFQ2ofVw,order/V4io7l7P7rw9pTx8dWRH,"GHC 1,500",26/05/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/05/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
32168f2c,customer/jHyY19MiwtGB0go2yNOE,order/R1OIe6x4WJhMtPPhN6d5,"GHC 1,500",24/01/2024,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,24/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1c2a2081,customer/gGhXtyuH8gzHBtGanuns,order/4Kj29RTKnAO1vOZnF1RG,"GHC 1,500",12/02/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
4108ffbb,customer/faejbBpjSwqHGVxQtKRH,order/0QKAyCyIKzjU4CBKN7xE,"GHC 1,500",01/03/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
935f5e45,customer/Iyg7eHroS4jcGA3gXQgy,order/Rks3EQpR2aBN6XCQT2Rh,"GHC 1,500",01/03/24,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
4fbfaacb,customer/xmkWwL8l5XSTSfSQ59DE,order/FEp53TI0OfIPu0Wf3vS6,"GHC 1,450",08/04/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ef54ad6d,customer/YdE8i4ragAra4yUPcX3v,order/SmBDqAzaXBSUbhHWIy0C,"GHC 1,440",28/02/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,28/02/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
62566179,customer/vtcsVoVa4mAaFrBo0wqn,order/pgMKVswBxmsxtgW74ep8,"GHC 1,400",16/11/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/11/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9ccd3486,customer/I7gwAoAG5oEH49I6W95e,order/3KZitZhVP2VsArltYTSM,"GHC 1,400",15/06/2023,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/06/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a81f5fd3,customer/icb5InPYWlXAcXbOk8Om,order/Jttu1DKQM1vDf7tyVwH4,"GHC 1,400",30/09/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/09/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1a05306f,customer/1SS1DExcCuYGb7UoQY3y,order/KwIrVPmeqVvmpcIif60u,"GHC 1,400",18/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ee17f488,customer/0R3AuF0DCDHTYexj1iRl,order/pTGb9GduJ6K5uqkeFA2P,"GHC 1,400",12/02/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ebf482e3,#N/A,#N/A,500,15/06/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
bf62f446,customer/lNnEqB08HgAfxzsWIJNv,order/CSCnU8sNhHVUv1M4PphZ,"GHC 1,350",30/09/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/09/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a7c52bd6,customer/zrQXxXZWFEKb4NXSR2Y9,order/LzjDzjtgrvFkO8NCqajS,"GHC 1,250",27/05/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,27/05/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
63621658,customer/C0mkTHBJWLuSLGEYbRRl,order/SF1wvJNdGWvseJWpMhA2,"GHC 1,250",03/08/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Mar, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
7daf990c,customer/aKwulUA5A8pu9gCmeXuw,order/cjPvwyuJj29DnwvqNeT8,"GHC 1,250",16/09/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/09/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0edd5692,customer/zrQXxXZWFEKb4NXSR2Y9,order/hnGmHo0mmOkvLqOLHmrU,"GHC 1,250",29/09/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,29/09/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9909c472,customer/gGn5sDEP72NgJOcCsT6T,order/4hIzY2pNjzLjeiIkq9Sc,"GHC 1,200",15/02/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/02/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a993a2a3,customer/Zpu69Xj4vH43t8q8U6q3,order/I6VxYG0jXRBR1KZ9RpP8,"GHC 1,200",23/03/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/03/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9980f430,customer/Sltlg4UwwEgawVaunSMO,order/KWWNZEonp3PazFcbIPTw,"GHC 1,200",13/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
3ed8cc15,customer/wiGSHHzviRHo74gXFhj3,order/CATTQr5GyOBL0d9BZqfF,"GHC 1,200",22/04/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1fb51e12,customer/9hv30OCVx3SPeJdEuQgF,order/YZ3Zd17FdW0qJv1sDjFf,"GHC 1,200",26/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
dbf06f8d,customer/HGBBwB0wXgY6lekLS4dO,order/dKLBfCpLyhwSuO0qu3R7,"GHC 1,200",26/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
50afef4f,#N/A,#N/A,500,5/7/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
303d5511,customer/r0258sLzvT4QXstUbVmh,order/qXoNZfW2Lpc1Tq0inNAr,"GHC 1,200",13/05/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/05/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
09015b12,customer/lI44QoXgUnmhaTThras6,order/p4Ua4BDXDyQozWO9lMM4,"GHC 1,200",09/06/22,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b3cceeb9,customer/jf5KyooWQ84sGxE9qCP3,order/17iq2ZSyvVpbWgWkux9n,"GHC 1,200",16/08/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f2f8fdc5,customer/8nKfoiVIQgWRIbXKpIAb,order/jAst1qtMSSHE9HxdWk3f,"GHC 1,200",27/02/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,27/02/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
13900bc8,customer/YQJHezzcVMMnoPNE7MMD,order/EpeycZVRrz66sgSpLkAc,"GHC 1,200",09/03/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
16ab6164,customer/OXp6f5QifVLXYcoPRpbQ,order/Vlngn7ijH0U03BmmmZdg,"GHC 1,200",17/03/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,17/03/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
da326c83,customer/Ko2vdnfExJYeZQlmvl8E,order/lDh9C5PVUa8iHEXjAAdS,"GHC 1,200",27/08/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,27/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
5cde7a40,customer/ybJ28QV66pmbNBPf2pFm,order/1yL48iruwmPd3SI0JsUa,"GHC 1,200",25/04/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,25/04/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8bd2c4f1,customer/XwPbUyg6Ogi1ofuoyUTl,order/TxHVIDNuIZEcGT8BCkoG,"GHC 1,200",23/08/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/08/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a10d20e5,customer/03BHJeNzwP30MUVzlVhi,order/Dt7GYB6e2JqVcLM9IJWq,"GHC 1,200",12/09/23,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8205ed16,customer/TIR7wJe8GsUFVvDcqLEf,order/kreUeACNWDN6GybvOqRG,"GHC 1,200",08/12/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
16d2f687,customer/DjM40Zkjo65jSMQpaz8x,order/RIkrJ1qludY3BLFSaEfl,"GHC 1,200",14/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,14/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
93d0975a,customer/MtiknfFlL3jUPgeu4KtU,order/7unfmn6WiLulcB1TkaiC,"GHC 1,200",15/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c471631b,#N/A,#N/A,850,26/07/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b2b1c199,#N/A,#N/A,250,26/07/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
aec06b7e,customer/DjM40Zkjo65jSMQpaz8x,order/fZSCGZXGiCqiklo3VOox,"GHC 1,200",14/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,14/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
342ec44e,#N/A,#N/A,180,26/07/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b9f90f35,customer/USDnCKVrmTZyNjW6qk00,order/TxQsnBYiOHFy4LjLlyOb,"GHC 1,200",06/01/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jun, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6a04ae02,customer/mO5RJvhcoZBRdVcMyail,order/HiNa5Jq37kx0D48ZPAtx,"GHC 1,200",19/01/2024,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
3283bcd3,customer/Ewy7z5docZX9bWErJGkU,order/w1h42EtLxgYEs56jbCuL,"GHC 1,200",28/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,28/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
16544be3,#N/A,#N/A,180,26/07/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
